State Code,District Code,Sub-District Code,Sub-District Name (In English)
2,16,83,Pangi
2,22,6951,Pangna
2,25,6940,Panjehra
2,24,173,Paonta Sahib
2,25,7126,Parwanoo
2,19,195,Poo
2,18,6905,Pragpur
2,16,6942,Pukhri
2,18,7288,Raja Ka Talab
2,24,167,Rajgarh
2,18,106,Rakkar
2,23,177,Rampur
2,25,160,Ramshahr
2,24,170,Renuka
2,22,6952,Rewalsar
2,18,7287,Rey
2,23,191,Rohru
2,24,176,Ronhat
2,16,7561,Saach
2,18,7291,Sadwan
2,16,7451,Saho
2,20,119,Sainj
2,16,85,Saluni
2,22,126,Sandhol
2,19,199,Sangla
2,23,6959,Sarahan
2,23,6960,Sarawati Nagar
2,22,129,Sarkaghat
2,18,98,Shahpur
2,24,175,Shillai
2,23,181,Shimla ( Rural )
2,23,182,Shimla (Urban)
2,16,89,Sihunta
2,25,165,Solan
2,21,116,Spiti
2,18,7048,Sulah
2,22,132,Sundarnagar
2,23,180,Sunni
2,23,6963,Taklech
2,19,6941,Tapri
2,17,6883,Tauni Devi Bamson
2,16,7286,Telka
2,22,7184,Thachi
2,18,7289,Thakurdwara
2,23,184,Theog
2,22,136,Thunag
2,18,108,Thural
2,22,6946,Tihra
2,23,190,Tikar
2,22,6948,Tikken
2,17,140,Tira Sujanpur
2,21,114,Udaipur
2,26,150,Una
17,656,7334,Adokgre
17,275,1998,Amlarem
17,277,1977,Baghmara
17,656,6544,Bajengdoba
17,278,7339,Batabari
17,663,1966,Betasing
17,276,6543,Bhoirymbong
17,277,1975,Chokpot
17,278,1963,Dadenggiri
17,278,1969,Dalu
17,273,1971,Dambo Rongjeng
17,278,6546,Demdema
17,278,1968,Gambegre
17,277,1976,Gasuapara
17,276,1986,Jirang
17,656,1972,Kharkutta
17,274,1992,Khatarshnong Laitkroh
17,275,1997,Laskein
17,657,7337,Lumshnong
17,740,1982,Mairang
17,276,7456,Mawhati
17,274,1991,Mawkynrew
17,658,1984,Mawkyrwat
17,274,6540,Mawlai
17,274,6541,Mawpat
17,274,1988,Mawphlang
17,274,1990,Mawryngkneng
17,279,1979,Mawshynrut
17,274,1993,Mawsynram
17,740,1981,Mawthadraishan
17,274,1989,Mylliem
17,275,7335,Namdong
17,279,1980,Nongstoin
17,663,7418,Purakhasia
17,274,1995,Pynursla
17,279,7333,Rambrai
17,658,1983,Ranikor
17,663,6545,Rerapara
17,656,1970,Resubelpara
17,279,7336,Ri Muliang
17,277,1978,Rongara
17,278,1965,Rongram
17,657,2000,Saipung
17,273,1974,Samanda
17,278,1962,Selsella
17,279,7338,Shallang
17,274,1994,Shella Bholaganj
17,277,7332,Siju
17,274,6542,Sohiong
17,273,1973,Songsak
17,275,1996,Thadlaskein
17,278,1964,Tikrikilla
17,276,1985,Umling
17,276,1987,Umsning
17,657,1999,Wapung
17,663,1967,Zikzak
15,261,1904,Aibawk
15,263,1900,Bilkhawthlir
15,265,1912,Bunghmun
15,264,1918,Bungtlang South
15,262,1908,Champhai
15,264,1916,Chawngte
15,261,1902,Darlawn
15,268,1911,East Lungdar
15,726,1915,Hnahthial
15,266,7342,Kawrtethawveng
15,262,1909,Khawbung
15,728,1907,Khawzawl
15,264,1917,Lawngtlai
15,265,1914,Lunglei
15,265,1913,Lungsen
15,727,1906,Ngopa
15,727,1903,Phullen
15,266,1898,Reiek
15,264,1919,Sangau
15,268,1910,Serchhip
15,267,1921,Siaha
15,263,1899,Thingdawl
15,261,1905,Thingsulthliah
15,267,1920,Tipa
15,265,7358,Tlabung
15,261,1901,Tlangnuam
15,266,1897,West Phaileng
15,266,1896,Zawlnuam
13,247,1750,Aboi
13,251,1771,Aghunato
13,250,1781,Aitepyong
13,251,1774,Akuhaito
13,251,1768,Akuluto
13,246,1759,Alongkima
13,614,1836,Amahator
13,247,1754,Angjangyang
13,764,1793,Aquqhnaqua
13,251,1770,Asuto
13,613,1853,Athibung
13,251,1773,Atoizu
13,250,1783,Baghty
13,250,1782,Bhandari
13,245,1846,Botsa
13,250,1780,Changpang
13,246,1761,Changtongya
13,249,1815,Chare
13,247,1753,Chen
13,765,1827,Chessore
13,248,1807,Chetheba
13,245,1845,Chiephobozou
13,249,1822,Chingmei
13,248,1812,Chizami
13,248,1806,Chozuba
13,246,1762,Chuchuyimlang
13,250,1791,Chukitong
13,758,1797,Chumukedima
13,757,5987,Chunlikha
13,758,1798,Dhansiripar
13,244,1796,Dimapur Sadar
13,250,1790,Englan
13,251,1776,Ghathashi
13,247,1746,Hunta
13,245,1848,Jakhama
13,613,1852,Jalukie
13,613,1854,Kebai Khelma
13,245,1847,Kezocha
13,248,1811,Khezhakeno
13,614,1842,Khongsa
13,248,1802,Khuza
13,248,5991,Kikruma
13,614,1837,Kiphire Sadar
13,614,1838,Kiusam
13,245,1849,Kohima Sadar
13,246,1763,Kubolong
13,764,1794,Kuhoboto
13,246,1758,Longchem
13,249,1816,Longkhim
13,615,1833,Longleng
13,614,1840,Longmatra
13,247,1751,Longshen
13,250,1786,Lotsu
13,765,1828,Mangko
13,246,1764,Mangkolemba
13,758,1799,Medziphema
13,788,1803,Meluri
13,246,1765,Merangmen
13,247,1748,Mon Sadar
13,247,1757,Monyakshu
13,247,1755,Mopong
13,247,1744,Naginimora
13,615,1831,Namsang
13,249,1818,Ngoungchung
13,764,1795,Nihokhu
13,764,1792,Niuland
13,736,1823,Nokhu
13,736,1821,Noklak
13,249,1814,Noksen
13,613,1855,Nsong
13,246,1766,Ongpangkong
13,246,5989,Ongpangkong (N)
13,736,1824,Panso
13,613,1851,Pedi (Ngwalwa)
13,613,1857,Peren
13,248,1809,Pfutsero
13,248,1801,Phek Sadar
13,788,1805,Phokhungri
13,247,1752,Phomching
13,788,1804,Phor
13,251,1775,Pughoboto
13,614,1841,Pungro
13,250,1787,Ralan
13,248,1813,Razieba
13,248,1808,Sakraba
13,615,1834,Sakshi
13,249,1819,Sangsangnyu
13,250,1785,Sanis
13,251,1778,Saptiqa
13,251,1777,Satakha
13,251,1779,Satoi
13,245,1850,Sechu-Zubza
13,248,1800,Sekruzu
13,614,1835,Seyochung
13,765,1825,Shamator
13,247,1747,Shangnyu
13,614,1839,Sitimi
13,765,1820,Sotokur
13,250,1784,Sungro
13,251,1769,Suruhuto
13,615,1830,Tamlu
13,613,1856,Tening
13,736,1829,Thonoknyu
13,247,1745,Tizit
13,247,1756,Tobu
13,251,5988,Tokiye
13,757,1843,Tseminyu
13,757,1844,Tsogin
13,246,5990,Tsurangkong
13,765,1826,Tsurungto
13,249,1817,Tuensang Sadar
13,246,1760,Tuli
13,251,1767,V.K.
13,247,1749,Wakching
13,788,5992,Weziho
13,250,1789,Wokha Sadar
13,250,1788,Wozhuro
13,615,1832,Yongnyah
13,248,1810,Zuketsa
13,251,1772,Zunheboto Sadar
21,360,2925,Aali
21,345,7452,Agalpur
21,347,2768,Ambabhona
21,361,2854,Anandapur
21,344,3011,Anugola
21,354,3078,Asika
21,369,3060,Astaranga
21,350,2950,Athagada
21,344,3017,Athmallik
21,347,2769,Attabira
21,350,2946,Badamba
21,365,2882,Badasahi
21,365,2859,Bahalda
21,346,7500,Bahanaga
21,345,3142,Balangir
21,346,7510,Baleshwar
21,362,3042,Balianta
21,346,2893,Baliapal
21,359,3119,Baliguda
21,355,2943,Balikuda
21,362,3043,Balipatna
21,373,7468,Balisankara
21,371,7461,Bamara
21,362,3054,Banapur
21,344,3010,Banarpal
21,363,3205,Bandhugaon
21,373,2830,Banei
21,365,2875,Bangiriposi
21,345,3150,Bangomunda
21,350,2948,Banki
21,361,7493,Banspal
21,348,2911,Banta
21,347,2765,Baragada
21,373,2812,Baragaon
21,350,2951,Barang
21,361,2834,Barbil
21,356,2985,Bari
21,365,2872,Baripada
21,351,2801,Barkot
21,347,2763,Barpali
21,346,2895,Basta
21,348,2915,Basudevpur
21,362,3035,Begunia
21,354,7489,Bellaguntha
21,345,3147,Belpara
21,354,3093,Berhampur
21,365,2881,Betnoti
21,348,2914,Bhadrak
21,348,2912,Bhandari Pokhari
21,367,7482,Bhapur
21,347,2767,Bhatli
21,347,2764,Bheden
21,346,2891,Bhograi
21,352,2990,Bhuban
21,362,7498,Bhubaneswar
21,365,7476,Bijatala
21,347,2762,Bijepur
21,372,3135,Binika
21,356,2984,Binjharpur
21,372,3137,Biramaharajpur
21,373,2816,Biramitrapur
21,355,2941,Biridi
21,370,3175,Bishamakatak
21,365,2864,Bisoi
21,373,2818,Bisra
21,368,3157,Boden
21,363,3211,Boipariguda
21,362,3034,Bolagad
21,363,3200,Boriguma
21,349,3130,Boudh
21,369,3067,Brahmagiri
21,354,3072,Buguda
21,359,3116,Chakapada
21,361,2839,Champua
21,366,3190,Chandahandi
21,348,2919,Chandbali
21,370,3174,Chandrapur
21,354,3085,Chhatrapur
21,344,3014,Chhendipada
21,354,7487,Chikiti
21,362,7497,Chilika
21,364,3223,Chitrakonda
21,350,2962,Cuttack
21,366,3192,Dabugan
21,356,7475,Dangadi
21,359,3125,Daringbadi
21,356,7474,Darpan
21,363,3202,Dasamantapur
21,367,3023,Dasapalla
21,356,7473,Dasarathpur
21,351,2800,Debagarh
21,369,3056,Delanga
21,345,7453,Deogaon
21,360,2930,Derabish
21,348,2913,Dhamnagar
21,354,3079,Dharakote
21,358,3168,Dharamgarh
21,356,2979,Dharmasala
21,352,2999,Dhenkanal Sadar
21,354,3096,Digapahandi
21,350,7501,Dompada
21,355,2938,Ersama
21,347,2759,Gaisilet
21,352,2991,Gandia
21,367,3022,Gania
21,354,3086,Ganjam
21,360,7499,Garadpur
21,361,2853,Ghasipura
21,361,2850,Ghatgaon
21,354,7490,Ghumusar
21,358,3167,Golamunda
21,369,3062,Gop
21,365,7480,Gopabandhunagar
21,370,3184,Gudari
21,359,3114,G.Udayagiri
21,353,7505,Gumma
21,370,3183,Gunupur
21,373,2828,Gurundia
21,349,3132,Harabhanga
21,361,2851,Harichandanpur
21,361,7494,Hatadihi
21,373,2804,Hemgir
21,352,2997,Hindol
21,354,3090,Hinjili
21,354,3073,Jagannath Prasad
21,355,2940,Jagatsinghapur
21,356,2977,Jajpur
21,346,2890,Jaleswar
21,371,2792,Jamankira
21,365,2860,Jamda
21,365,2867,Jashipur
21,362,3049,Jatani
21,358,3170,Jayapatna
21,363,3209,Jeypore
21,347,2756,Jharbandh
21,366,3191,Jharigan
21,357,2776,Jharsuguda
21,361,2840,Jhumpura
21,371,2794,Jujomura
21,358,3166,Junagarh
21,354,3080,Kabisuryanagar
21,369,3059,Kakatpur
21,358,7507,Kalahandi
21,358,7508,Kalampur
21,364,3227,Kalimela
21,370,3176,Kalyanasingpur
21,352,2988,Kamakshyanagar
21,369,7466,Kanas
21,359,7495,Kandhamal
21,344,3003,Kaniha
21,354,7486,Kanisi
21,352,2989,Kankadahad
21,345,3149,Kantabanji
21,349,3127,Kantamal
21,350,7502,Kantapada
21,365,2885,Kaptipada
21,365,2870,Karanjia
21,358,7509,Karlamunda
21,370,3177,Kashipur
21,353,3104,Kasinagar
21,360,2927,Kendrapara
21,361,7492,Keonjhar
21,358,3159,Kesinga
21,346,2906,Khaira
21,364,7469,Khairput
21,359,3113,Khajuripada
21,354,7485,Khallikote
21,367,3026,Khandapada
21,345,3145,Khaprakhol
21,368,3156,Khariar
21,362,3036,Khordha
21,365,2883,Khunta
21,357,7506,Kirmira
21,350,2960,Kishannagar
21,344,3016,Kishorenagar
21,359,7496,K. Nuagaon
21,371,2782,Kochinda
21,354,3082,Kodala
21,366,3194,Kodinga
21,373,2826,Koida
21,358,3169,Kokasara
21,357,2779,Kolabira
21,370,7512,Kolnara
21,368,3155,Komna
21,363,3207,Koraput
21,359,3123,Kotagarh
21,363,3199,Kotpad
21,369,3069,Krushna Prasad
21,364,7470,Kudumuluguma
21,355,2936,Kujang
21,354,7484,Kukudakhandi
21,365,7458,Kuliana
21,363,3210,Kundura
21,365,7478,Kusumi
21,373,2813,Kutra
21,373,2827,Lahunipara
21,357,2778,Laikera
21,357,2771,Lakhanpur
21,363,3203,Lakshmipur
21,358,3162,Lanjigarh
21,373,2823,Lathikata
21,373,2805,Lephripara
21,345,3141,Loisinga
21,363,3212,Machh Kund
21,358,3160,Madanpur Rampur
21,360,2933,Mahakalapada
21,350,2956,Mahanga
21,364,3220,Malkangiri
21,371,7465,Maneswar
21,360,2932,Marsaghai
21,364,3221,Mathili
21,353,3101,Mohana
21,365,2878,Morada
21,364,3230,Motu
21,370,3173,Muniguda
21,345,7454,Muribahal
21,366,3196,Nabarangapur P.S
21,371,2798,Naktideul
21,366,7481,Nandahandi
21,363,3214,Nandapur
21,358,3161,Narala
21,363,3204,Narayanpatana
21,350,2944,Narsinghpur
21,355,2942,Naugaon
21,367,3028,Nayagarh
21,350,2967,Niali
21,346,2903,Nilagiri
21,369,3058,Nimapada
21,350,2958,Nischintakoili
21,353,7504,Nuagad
21,367,3025,Nuagaon
21,368,3154,Nuapada
21,367,3031,Odagaon
21,352,7503,Odapada
21,346,2905,Oupada
21,347,2757,Padampur
21,370,3185,Padmapur
21,347,2755,Paikmal
21,344,3000,Palalahada
21,373,7463,Panposh
21,366,3193,Paparahandi
21,352,2987,Parajang
21,353,3105,Paralakhemundi
21,361,2843,Patana
21,345,3144,Patnagarh
21,354,7483,Patrapur
21,360,2926,Pattamundai
21,359,3118,Phiringia
21,369,3057,Pipili
21,354,3081,Polasara
21,363,3218,Pottangi
21,345,7455,Puintala
21,369,7467,Puri
21,354,3089,Purushottampur
21,355,7513,Raghunathapur
21,366,3187,Raighar
21,359,3126,Raikia
21,371,2797,Rairakhol
21,365,2865,Rairangpur
21,373,2814,Rajagangapur
21,360,2922,Rajkanika
21,360,2923,Rajnagar
21,370,7511,Ramanaguda
21,372,3134,Rampur
21,367,3033,Ranapur
21,365,2868,Raruan
21,365,2879,Rasgobindpur
21,356,7471,Rasulpur
21,370,3181,Rayagada
21,353,3107,Rayagada
21,351,2803,Reamal
21,346,2902,Remuna
21,371,2785,Rengali
21,373,7462,Rourkela
21,353,3102,R.Udayagiri
21,361,7491,Saharapada
21,345,3148,Saintala
21,350,2957,Salepur
21,371,7464,Sambalpur
21,354,7488,Sanakhemundi
21,365,7479,Saraskana
21,369,3064,Satyabadi
21,365,7457,Shamakhunta
21,354,3092,Sheragada
21,363,3215,Similiguda
21,346,2908,Simulia
21,368,3158,Sinapali
21,347,2761,Sohela
21,372,3139,Sonapur
21,346,2907,Sora
21,373,7460,Subdega
21,356,2969,Sukinda
21,365,7477,Sukruli
21,365,2877,Suliapada
21,373,2809,Sundargarh
21,354,3076,Surada
21,344,3006,Talacher
21,373,7459,Tangarpali
21,362,3052,Tangi
21,350,2955,Tangi-Choudwar
21,372,3140,Tarbha
21,361,2848,Telkoi
21,366,3197,Tentulikhunti
21,365,2871,Thakurmunda
21,358,3171,Thuamul Rampur
21,350,2949,Tigiria
21,348,2917,Tihidi
21,359,3115,Tikabali
21,365,2858,Tiring
21,355,2939,Tirtol
21,345,3152,Titlagarh
21,359,3121,Tumudibandha
21,345,3143,Tusura
21,365,2884,Udala
21,372,3136,Ulunda
21,366,3189,Umarkote
21,356,7472,Vyasanagar
34,600,5912,Bahour
34,598,5914,Karaikal
34,600,5913,Mahe
34,600,5910,Oulgaret
34,600,5909,Puducherry
34,598,5915,Thirunallar
34,600,5911,Villianur
34,600,5908,Yanam
3,651,238,Abohar
3,34,7192,Adampur
3,737,6856,Ahmedgarh
3,27,255,Ajnala
3,737,7122,Amargarh
3,30,222,Amloh
3,27,256,Amritsar -I
3,27,257,Amritsar- II
3,42,262,Anandpur Sahib
3,27,258,Baba Bakala
3,38,232,Bagha Purana
3,40,219,Balachaur
3,40,5993,Banga
3,605,275,Barnala
3,30,220,Bassi Pathana
3,32,203,Batala
3,28,245,Bathinda
3,43,6855,Bhawanigarh
3,609,6853,Bhikhiwind
3,35,205,Bhulath
3,37,248,Budhlada
3,42,265,Chamkaur Sahib
3,33,214,Dasua
3,32,204,Dera Baba Nanak
3,608,268,Dera Bassi
3,38,5996,Dharamkot
3,662,200,Dhar Kalan
3,43,270,Dhuri
3,32,6860,Dinanagar
3,43,6852,Dirba
3,41,6849,Dudhan Sadhan
3,29,242,Faridkot
3,32,7191,Fatehgarh Churian
3,30,221,Fatehgarh Sahib
3,651,237,Fazilka
3,31,235,Firozpur
3,33,217,Garhshankar
3,39,240,Gidderbaha
3,32,202,Gurdaspur
3,31,6011,Guruharsahai
3,33,216,Hoshiarpur
3,36,230,Jagraon
3,29,243,Jaitu
3,651,236,Jalalabad
3,34,212,Jalandhar - I
3,34,213,Jalandhar - II
3,32,6859,Kalanaur
3,35,206,Kapurthala
3,609,261,Khadur Sahib
3,30,223,Khamanon
3,36,225,Khanna
3,608,266,Kharar
3,29,5984,Kotkapura
3,43,273,Lehra
3,27,7341,Lopoke
3,36,227,Ludhiana (East)
3,36,228,Ludhiana (West)
3,27,6854,Majitha
3,737,269,Malerkotla
3,39,239,Malout
3,37,249,Mansa
3,28,6858,Maur
3,605,7409,Mehal Kalan
3,38,233,Moga
3,43,274,Moonak
3,42,6857,Morinda
3,33,215,Mukerian
3,41,252,Nabha
3,34,210,Nakodar
3,42,263,Nangal
3,40,218,Nawanshahr
3,38,231,Nihal Singhwala
3,662,201,Pathankot
3,41,253,Patiala
3,41,251,Patran
3,609,260,Patti
3,36,226,Payal
3,35,208,Phagwara
3,34,211,Phillaur
3,36,229,Raikot
3,41,254,Rajpura
3,28,244,Rampura Phul
3,42,264,Rup Nagar
3,41,250,Samana
3,36,224,Samrala
3,43,271,Sangrur
3,37,247,Sardulgarh
3,608,267,Sas Nagar (Mohali)
3,34,209,Shahkot
3,39,241,Sri Muktsar Sahib
3,35,207,Sultanpur Lodhi
3,43,272,Sunam
3,28,246,Talwandi Sabo
3,33,7193,Tanda
3,605,276,Tapa
3,609,259,Tarn Taran
3,31,234,Zira
8,772,7146,Aau
8,88,6612,Abapura
8,115,595,Abu Road
8,104,586,Ahore
8,86,607,Ajmer
8,105,680,Aklera
8,116,7371,Aligarh
8,87,499,Alwar
8,102,547,Amber
8,112,641,Amet
8,88,6061,Anandpuri
8,102,7140,Andhi
8,89,671,Anta
8,92,7362,Antali
8,100,462,Anupgarh
8,86,6659,Arain
8,629,700,Arnod
8,88,6922,Arthuna
8,92,627,Asind
8,105,6055,Asnawar
8,99,647,Aspur
8,89,673,Atru
8,117,6903,Badgaon
8,774,6066,Badnor
8,88,653,Bagidora
8,104,589,Bagora
8,97,7134,Bahrawanda
8,97,7135,Baijupara
8,93,6913,Bajju
8,105,6666,Bakani
8,107,6049,Balesar
8,108,7360,Balghat
8,111,605,Bali
8,113,527,Bamanwas
8,97,7210,Bandikui
8,92,630,Banera
8,782,500,Bansur
8,88,652,Banswara
8,107,6047,Baori
8,772,6048,Bap
8,772,6916,Bapini
8,89,672,Baran
8,117,7361,Barapal
8,98,516,Bari
8,95,664,Bari Sadri
8,90,582,Barmer
8,90,7131,Barmer Gramin
8,113,7224,Barnala
8,98,7372,Basai Nawab
8,98,515,Baseri
8,102,549,Bassi
8,95,7133,Bassi
8,97,533,Baswa
8,90,7363,Batadoo
8,91,513,Bayana
8,90,578,Baytoo
8,774,609,Beawar
8,95,657,Begun
8,782,493,Behror
8,95,662,Bhadesar
8,101,472,Bhadra
8,104,7217,Bhadrajun
8,97,7373,Bhandarej
8,96,7209,Bhanipura
8,103,6040,Bhaniyana
8,91,511,Bharatpur
8,92,634,Bhilwara
8,112,639,Bhim
8,86,612,Bhinay
8,117,6917,Bhinder
8,104,588,Bhinmal
8,107,569,Bhopalgarh
8,95,6057,Bhupalsagar
8,91,6665,Bhusawar
8,99,6058,Bichhiwara
8,96,6426,Bidasar
8,92,638,Bijoliya
8,93,473,Bikaner
8,107,573,Bilara
8,106,7218,Bissau
8,113,529,Bonli
8,106,489,Buhana
8,94,626,Bundi
8,102,550,Chaksu
8,107,7374,Chamu
8,113,530,Chauth Ka Barwara
8,109,7375,Chechat
8,89,676,Chhabra
8,93,479,Chhatargarh
8,89,677,Chhipabarod
8,768,7364,Chhoti Khatoo
8,629,698,Chhoti Sadri
8,88,6042,Chhoti Sarwan
8,99,6059,Chikhali
8,106,488,Chirawa
8,104,6046,Chitalwana
8,95,659,Chittorgarh
8,90,584,Chohtan
8,102,541,Chomu
8,96,484,Churu
8,105,6926,Dag
8,629,7151,Dalot
8,114,554,Danta Ramgarh
8,97,536,Dausa
8,772,6937,Dechoo
8,767,508,Deeg
8,110,563,Degana
8,110,7223,Deh
8,115,7154,Deldar
8,112,6935,Delwara
8,112,640,Deogarh
8,116,620,Deoli
8,111,603,Desuri
8,90,6912,Dhanau
8,629,696,Dhariawad
8,114,6387,Dhod
8,98,518,Dholpur
8,775,6050,Dhorimanna
8,768,558,Didwana
8,109,666,Digod
8,116,6910,Dooni
8,99,7137,Dovda
8,102,6027,Dudu
8,99,646,Dungarpur
8,95,661,Dungla
8,103,576,Fatehgarh
8,114,551,Fatehpur
8,90,6906,Gadraroad
8,100,7376,Gajsinghpur
8,99,6060,Galiyakot
8,99,7138,Gamri Ahara
8,88,6610,Gangadtalai
8,100,458,Ganganagar
8,113,526,Gangapur
8,105,684,Gangdhar
8,95,656,Gangrar
8,88,6611,Ganora
8,112,6392,Garhbor
8,88,651,Garhi
8,772,7221,Ghantiyali
8,100,463,Gharsana
8,117,7377,Ghasa
8,88,650,Ghatol
8,775,6907,Gida
8,117,689,Girwa
8,117,686,Gogunda
8,87,6383,Govindgarh
8,106,7144,Gudhagorji
8,775,581,Gudha Malani
8,93,7378,Hadan
8,92,6068,Hameergarh
8,101,468,Hanumangarh
8,770,7208,Harsoli
8,108,522,Hindaun
8,94,622,Hindoli
8,92,628,Hurda
8,94,624,Indragarh
8,92,636,Jahazpur
8,102,546,Jaipur
8,103,574,Jaisalmer
8,774,597,Jaitaran
8,104,587,Jalore
8,102,7379,Jalsu
8,102,548,Jamwaramgarh
8,767,7380,Janoothar
8,93,7365,Jasrasar
8,104,6044,Jaswantpura
8,110,559,Jayal
8,117,688,Jhadol
8,777,7229,Jhallara
8,105,679,Jhalrapatan
8,107,7220,Jhanwar
8,99,6070,Jhonthripal
8,106,487,Jhunjhunu
8,102,7141,Jobner
8,107,570,Jodhpur
8,767,7381,Jurhara
8,92,7366,Kachhola
8,102,7215,Kalwar
8,775,7130,Kalyanpur
8,767,506,Kaman
8,117,6929,Kanod
8,109,6054,Kanwas
8,95,660,Kapasan
8,100,457,Karanpur
8,108,523,Karauli
8,92,6064,Karera
8,87,504,Kathumar
8,86,614,Kekri
8,94,625,Keshoraipatan
8,770,7207,Khairthal
8,93,478,Khajuwala
8,112,6393,Khamnor
8,113,532,Khandar
8,114,6384,Khandela
8,105,678,Khanpur
8,110,561,Kheenvsar
8,117,695,Kherwara
8,106,490,Khetri
8,89,674,Kishanganj
8,86,606,Kishangarh
8,770,497,Kishangarhbas
8,102,6026,Kishangarh Renwal
8,93,476,Kolayat
8,770,495,Kotkasim
8,102,6028,Kotkhawda
8,782,538,Kotputli
8,117,687,Kotra
8,92,635,Kotri
8,768,6065,Kuchaman City
8,107,7219,Kudi Bhagtasni
8,112,642,Kumbhalgarh
8,767,510,Kumher
8,97,7382,Kundal
8,112,6928,Kunwariya
8,117,7156,Kurabar
8,88,654,Kushalgarh
8,114,552,Lachhmangarh
8,87,503,Lachhmangarh
8,768,557,Ladnu
8,109,667,Ladpura
8,97,537,Lalsot
8,777,691,Lasadiya
8,97,6909,Lawan
8,772,6391,Lohawat
8,107,572,Luni
8,93,475,Lunkaransar
8,102,7139,Madhorajpura
8,97,534,Mahwa
8,768,565,Makrana
8,87,6382,Malakhera
8,113,528,Malarna Doongar
8,116,615,Malpura
8,106,6370,Malsisar
8,92,631,Mandal
8,92,637,Mandalgarh
8,106,7145,Mandawa
8,97,6914,Mandawar
8,782,7383,Mandhan
8,108,524,Mandrayal
8,89,670,Mangrol
8,98,6933,Maniya
8,105,681,Manohar Thana
8,111,602,Marwar Junction
8,108,6379,Masalpur
8,774,610,Masuda
8,768,7222,Maulasar
8,102,543,Mauzamabad
8,117,685,Mavli
8,110,562,Merta
8,113,7152,Mitrapura
8,770,494,Mundawar
8,110,6378,Mundwa
8,91,509,Nadbai
8,108,521,Nadoti
8,767,507,Nagar
8,116,7155,Nagarfort
8,110,560,Nagaur
8,94,623,Nainwa
8,97,6053,Nangal Rajawatan
8,782,6936,Narayanpur
8,86,611,Nasirabad
8,112,645,Nathdwara
8,87,7129,Nauganwa
8,768,566,Nawa
8,106,491,Nawalgarh
8,117,7157,Nayagaon
8,114,7153,Nechhwa
8,114,556,Neem Ka Thana
8,782,6380,Neemrana
8,95,663,Nimbahera
8,97,7211,Nirjharna
8,116,617,Niwai
8,101,471,Nohar
8,93,477,Nokha
8,90,7132,Nokhra
8,99,7384,Obri
8,107,568,Osian
8,775,579,Pachpadra
8,105,682,Pachpahar
8,100,460,Padampur
8,767,505,Pahari
8,99,7212,Paldewal
8,111,601,Pali
8,101,7213,Pallu
8,782,6924,Paota
8,97,7367,Paparda
8,768,564,Parbatsar
8,114,7227,Patan
8,775,7368,Patodi
8,629,697,Peepalkhoont
8,116,616,Peeplu
8,86,608,Peesangan
8,102,544,Phagi
8,117,7385,Phalasiyan
8,772,567,Phalodi
8,103,7214,Phalsoond
8,92,6067,Phooliya Kalan
8,102,542,Phulera (Hq.Sambhar)
8,106,7386,Pilani
8,101,469,Pilibanga
8,115,594,Pindwara
8,109,665,Pipalda
8,107,6051,Pipar Shahar
8,105,683,Pirawa
8,103,575,Pokaran
8,93,474,Poogal
8,87,7387,Pratapgarh
8,629,699,Pratapgarh
8,86,6655,Pushkar
8,97,6932,Rahuwas
8,112,644,Railmagra
8,92,632,Raipur
8,105,6925,Raipur
8,774,598,Raipur
8,100,461,Raisinghnagar
8,94,7359,Raithal
8,98,519,Rajakhera
8,96,7388,Rajaldesar
8,96,482,Rajgarh
8,87,502,Rajgarh
8,112,643,Rajsamand
8,109,668,Ramganj Mandi
8,103,7216,Ramgarh
8,87,498,Ramgarh
8,97,6908,Ramgarh Pachwara
8,114,6388,Ramgarh Shekhawati
8,102,7391,Rampura Dabri
8,90,583,Ramsar
8,111,6898,Rani
8,104,591,Raniwara
8,767,7369,Rarah
8,95,655,Rashmi
8,96,485,Ratangarh
8,95,658,Rawatbhata
8,101,470,Rawatsar
8,100,6915,Rawla
8,114,7226,Reengus
8,87,6381,Reni
8,115,596,Reodar
8,117,694,Rishabhdeo
8,110,6069,Riyan Bari
8,111,600,Rohat
8,86,6657,Roopangarh
8,91,7389,Rudawal
8,91,514,Rupbas
8,99,6062,Sabla
8,100,459,Sadulshahar
8,99,648,Sagwara
8,92,633,Sahara
8,97,7136,Sainthal
8,88,6043,Sajjangarh
8,777,692,Salumbar
8,103,7143,Sam
8,775,6904,Samdari
8,104,590,Sanchore
8,102,545,Sanganer
8,101,466,Sangaria
8,109,669,Sangod
8,110,7149,Sanjoo
8,108,525,Sapotra
8,777,693,Sarada
8,112,7370,Sardargarh
8,96,483,Sardarshahar
8,98,6389,Sarmathura
8,86,613,Sarwar
8,113,531,Sawai Madhopur
8,86,6660,Sawar
8,104,585,Sayla
8,117,7390,Sayra
8,90,6045,Sedwa
8,107,6927,Sekhala
8,777,6911,Semari
8,98,517,Sepau
8,772,7147,Setrawa
8,89,675,Shahbad
8,92,629,Shahpura
8,102,540,Shahpura
8,90,577,Sheo
8,115,592,Sheoganj
8,107,571,Shergarh
8,114,555,Shrimadhopur
8,108,7148,Shrimahaveer Ji
8,96,6931,Sidhmukh
8,114,553,Sikar
8,114,7228,Sikar Gramin
8,97,535,Sikrai
8,767,6930,Sikri
8,99,649,Simalwara
8,775,6052,Sindhari
8,115,593,Sirohi
